mu,training_avAE_bpm,competition_avAE_bpm,all_avAE_bpm,all_sdAE_bpm,all_avRE_percent,all_pearson_r,all_bias_bpm,mean_cleaned_to_desired_std_ratio,mean_artifact_to_desired_std_ratio,mean_residual_to_desired_power_ratio,avAE_rank,n_records_best
0.001,6.104732140481272,9.65283973688291,7.7175083206638355,9.47693923953166,6.4986890528464665,0.87115464745266,-0.8977902919062761,0.8607805246639423,0.512955131350415,0.7529295169799389,5,6
0.002,5.010498383592688,9.075253561179668,6.85811437340495,8.7606022706635,5.908708384285973,0.8920225821000829,-0.8011512945104424,0.8494458556143893,0.5883040367863723,0.737856303767477,3,3
0.005,4.053195914041162,8.822012020851073,6.220839598954758,7.787794306669656,5.5757887176407515,0.9113312252359614,-0.7156015333518913,0.8382434172302012,0.6781833132520515,0.7274582494405544,1,3
0.01,4.260131577078863,9.348916482256906,6.573215624887064,8.071607729743123,6.139598470736117,0.902603535719124,-0.3152751766365728,0.8243150322416475,0.7439769696879743,0.7108155057060475,2,6
0.02,4.4686431760031615,10.638143399865845,7.272961459577109,8.625818623924838,7.038988659924208,0.8782871512072312,0.482400692933033,0.7938578170746587,0.8107177472905971,0.665014765894346,4,3
0.05,7.07602521046406,13.990565647939707,10.218998136589354,11.84390515579153,9.80084302882815,0.7812614190196581,0.4897245173990776,0.7276314014853213,0.9107871670734123,0.5761717217336213,6,1
0.1,10.442044403488156,18.840424328248822,14.259489823833915,15.304312936919178,13.67206889826062,0.6203669055569058,0.6429334052533654,0.6635225864891491,0.9878653498414312,0.5027631385754722,7,0
1.0,24.54139496780584,31.47901357462276,27.694857970904433,17.555529181495444,23.46534760208597,0.2200489713918205,-10.109988475424323,0.6973123595216669,1.2402006323161603,0.750479250069317,8,0
